import time: self [us] | cumulative | imported package
import time:       781 |       8837 |                         cryptography.hazmat.primitives.ciphers
import time:      1857 |       1857 |                           bcrypt._bcrypt
import time:      2752 |       4609 |                         bcrypt
import time:      4115 |      28106 |                       cryptography.hazmat.primitives.serialization.ssh
import time:      1193 |      31809 |                     cryptography.hazmat.primitives.serialization
import time:      1387 |       1387 |                     cryptography.hazmat.primitives.ciphers.aead
import time:       776 |        776 |                       cryptography.hazmat.primitives.constant_time
import time:      1087 |       1863 |                     cryptography.hazmat.primitives.keywrap
import time:       827 |        827 |                     cryptography.hazmat.primitives.padding
import time:      1478 |       1478 |                       cryptography.x509.certificate_transparency
import time:      1227 |       1227 |                             cryptography.x509.oid
import time:     16241 |      17467 |                           cryptography.x509.name
import time:      2671 |      20138 |                         cryptography.x509.general_name
import time:      1697 |      21835 |                       cryptography.x509.verification
import time:      1519 |       1519 |                         cryptography.hazmat.primitives.asymmetric.ed448
import time:      2194 |       2194 |                         cryptography.hazmat.primitives.asymmetric.x448
import time:      1602 |       1602 |                         cryptography.hazmat.primitives.asymmetric.x25519
import time:      1757 |       1757 |                           cryptography.hazmat.primitives.asymmetric.dh
import time:      2062 |       3819 |                         cryptography.hazmat.primitives.asymmetric.types
import time:      5151 |       5151 |                         cryptography.x509.extensions
import time:      3535 |      17817 |                       cryptography.x509.base
import time:       958 |      42086 |                     cryptography.x509
